syn,urg,cwr,ecn,ack,push,reset,fin,ns,res,srcbytes,dstbytes,wrong,duration,srcip,srcport,dstip,dstport,type,sample_rate
0,0,0,0,3206,2113,0,0,0,0,1089,1365,0,2087.1229980000007,172.16.114.169,7332,196.227.33.189,23,6,1000
2,0,0,0,2,0,0,0,0,0,0,0,0,0.0029530000000000003,194.7.248.153,2318,172.16.112.149,25,6,1000
2,0,0,0,7,3,0,1,0,0,292,1318,0,0.044910000000000005,172.16.112.194,8246,207.18.199.3,80,6,1000
2,0,0,0,5,3,0,0,0,0,22,115,0,1.3676110000000001,135.8.60.182,2392,172.16.114.169,25,6,1000
2,0,0,0,7,4,0,0,0,0,46,111,0,0.172763,197.182.91.233,2591,172.16.112.207,25,6,1000
2,0,0,0,1,0,0,0,0,0,0,0,0,0.0008039999999999999,172.16.112.100,20,195.115.218.108,2605,6,1000
2,0,0,0,157,2,0,0,0,0,195640,0,0,0.255312,172.16.112.100,20,172.16.112.207,8282,6,1000
2,0,0,0,14,11,0,0,0,0,131,157,0,0.121459,172.16.112.207,8289,172.16.112.100,25,6,1000
2,0,0,0,5,3,0,0,0,0,22,116,0,4.292365,135.8.60.182,3632,172.16.113.204,25,6,1000
2,0,0,0,267,139,0,0,0,0,1599,2355,0,70.785793,195.115.218.108,3644,172.16.114.50,22,6,1000
0,0,0,0,256,129,0,0,0,0,1280,1988,0,37.676757,195.115.218.108,3644,172.16.114.50,22,6,1000
0,0,0,0,1019,526,0,0,0,0,5240,7032,0,172.614524,195.115.218.108,3644,172.16.114.50,22,6,1000
0,0,0,0,833,455,0,0,0,0,4520,5004,0,59.57775800000002,195.115.218.108,3644,172.16.114.50,22,6,1000
0,0,0,0,2108,1073,0,0,0,0,10468,23032,0,470.393317,195.115.218.108,3644,172.16.114.50,22,6,1000
0,0,0,0,1608,815,0,0,0,0,8000,16652,0,311.29603500000013,195.115.218.108,3644,172.16.114.50,22,6,1000
0,0,0,0,1607,847,0,0,0,0,8460,10572,0,183.102224,195.115.218.108,3644,172.16.114.50,22,6,1000
0,0,0,0,1806,909,0,0,0,0,9040,13312,0,214.67584300000001,195.115.218.108,3644,172.16.114.50,22,6,1000
0,0,0,0,200,100,0,0,0,0,1000,1064,0,13.907140000000027,195.115.218.108,3644,172.16.114.50,22,6,1000
0,0,0,0,292,146,0,0,0,0,1460,1644,0,10.767783999999892,195.115.218.108,3644,172.16.114.50,22,6,1000
0,0,0,0,199,100,0,0,0,0,1000,1184,0,14.679116000000024,195.115.218.108,3644,172.16.114.50,22,6,1000
0,0,0,0,2152,1093,0,0,0,0,10920,12124,0,169.97299399999997,195.115.218.108,3644,172.16.114.50,22,6,1000
0,0,0,0,941,470,0,0,0,0,4700,5220,0,25.927135000000128,195.115.218.108,3644,172.16.114.50,22,6,1000
0,0,0,0,1007,509,0,0,0,0,5100,6608,0,177.96095199999993,195.115.218.108,3644,172.16.114.50,22,6,1000
0,0,0,0,2412,1213,0,0,0,0,12068,17272,0,697.4366399999999,195.115.218.108,3644,172.16.114.50,22,6,1000
0,0,0,0,49,24,0,0,0,0,240,288,0,16.596515000000178,195.115.218.108,3644,172.16.114.50,22,6,1000
0,0,0,0,2524,1351,0,0,0,0,13380,19592,0,626.99118,195.115.218.108,3644,172.16.114.50,22,6,1000
0,0,0,0,761,418,0,0,0,0,4180,4972,0,94.90004499999986,195.115.218.108,3644,172.16.114.50,22,6,1000
0,0,0,0,915,491,0,0,0,0,4920,5564,0,95.4206650000001,195.115.218.108,3644,172.16.114.50,22,6,1000
0,0,0,0,1069,535,0,0,0,0,5320,7188,0,209.93778800000015,195.115.218.108,3644,172.16.114.50,22,6,1000
0,0,0,0,511,256,0,0,0,0,2560,2992,0,24.534316999999646,195.115.218.108,3644,172.16.114.50,22,6,1000
0,0,0,0,560,280,0,0,0,0,2820,3116,0,41.081470000000074,195.115.218.108,3644,172.16.114.50,22,6,1000
0,0,0,0,1944,973,0,0,0,0,9720,11468,0,176.2057580000001,195.115.218.108,3644,172.16.114.50,22,6,1000
2,0,0,0,13,3,0,2,0,0,294,4564,0,0.07186000000000001,172.16.113.105,8768,209.67.29.11,80,6,1000
2,0,0,0,320,204,0,0,0,0,149,1194,0,102.226192,172.16.114.50,1047,172.16.113.50,23,6,1000
0,0,0,0,325,214,0,0,0,0,108,263,0,53.77920900000001,172.16.114.50,1047,172.16.113.50,23,6,1000
2,0,0,0,22,12,0,0,0,0,120,308,0,62.458633,172.16.113.50,1035,172.16.114.50,21,6,1000
2,0,0,0,9,6,0,0,0,0,87,155,0,0.070337,172.16.112.207,10307,135.8.60.182,25,6,1000
2,0,0,0,6,1,0,0,0,0,321,2920,0,0.205538,172.16.112.207,10931,209.67.29.11,80,6,1000
2,0,0,0,10,2,0,0,0,0,293,6545,0,0.065901,172.16.113.105,12100,209.67.29.11,80,6,1000
2,0,0,0,725,421,0,0,0,0,4427,8431,0,997.9753800000001,196.227.33.189,3908,172.16.114.50,22,6,1000
0,0,0,0,2659,1540,0,0,0,0,15220,24572,0,1880.7934010000006,196.227.33.189,3908,172.16.114.50,22,6,1000
0,0,0,0,3051,1844,0,0,0,0,18300,24956,0,4024.142975,196.227.33.189,3908,172.16.114.50,22,6,1000
0,0,0,0,1768,999,0,0,0,0,9728,23800,0,2495.147,196.227.33.189,3908,172.16.114.50,22,6,1000
0,0,0,0,647,381,0,0,0,0,3800,5372,0,551.0366049999993,196.227.33.189,3908,172.16.114.50,22,6,1000
0,0,0,0,1380,851,0,0,0,0,8480,10212,0,295.7992090000007,196.227.33.189,3908,172.16.114.50,22,6,1000
0,0,0,0,142,81,0,0,0,0,880,1340,0,271.2076820000002,196.227.33.189,3908,172.16.114.50,22,6,1000
0,0,0,0,338,199,0,0,0,0,2000,3072,0,233.37836099999916,196.227.33.189,3908,172.16.114.50,22,6,1000
0,0,0,0,127,80,0,0,0,0,768,4724,0,210.6826030000011,196.227.33.189,3908,172.16.114.50,22,6,1000
0,0,0,0,1911,1093,0,0,0,0,10904,16480,0,2729.9607149999993,196.227.33.189,3908,172.16.114.50,22,6,1000
0,0,0,0,465,262,0,0,0,0,2528,4236,0,1300.5176069999998,196.227.33.189,3908,172.16.114.50,22,6,1000
0,0,0,0,95,50,0,0,0,0,500,540,0,259.5228810000008,196.227.33.189,3908,172.16.114.50,22,6,1000
0,0,0,0,64,32,0,0,0,0,320,360,0,419.29374800000005,196.227.33.189,3908,172.16.114.50,22,6,1000
0,0,0,0,190,95,0,0,0,0,968,1204,0,1251.4876669999976,196.227.33.189,3908,172.16.114.50,22,6,1000
0,0,0,0,813,471,0,0,0,0,4620,11516,0,1328.6620310000035,196.227.33.189,3908,172.16.114.50,22,6,1000
0,0,0,0,308,197,0,0,0,0,1960,2308,0,75.49723999999696,196.227.33.189,3908,172.16.114.50,22,6,1000
0,0,0,0,819,440,0,0,0,0,4300,10788,0,2570.420228000003,196.227.33.189,3908,172.16.114.50,22,6,1000
2,0,0,0,2,0,0,0,0,0,0,0,0,0.005129,172.16.113.105,12870,209.67.29.11,80,6,1000
2,0,0,0,3,1,0,0,0,0,0,84,0,0.036426,195.73.151.50,4036,172.16.113.84,25,6,1000
2,0,0,0,4,1,0,0,0,0,0,89,0,0.04526,197.218.177.69,4159,172.16.114.169,25,6,1000
2,0,0,0,16,12,0,0,0,0,2607,284,0,0.078364,135.13.216.191,4166,172.16.112.207,25,6,1000
1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,172.16.113.105,14395,207.68.161.27,80,6,1000
2,0,0,0,12,1,0,0,0,0,319,8760,0,0.071314,172.16.113.105,14638,207.46.145.24,80,6,1000
2,0,0,0,56,33,0,0,0,0,92,3175,0,2.7804990000000003,194.7.248.153,4186,172.16.112.194,23,6,1000
0,0,0,0,421,239,0,0,0,0,25,302290,0,10.026601,194.7.248.153,4186,172.16.112.194,23,6,1000
2,0,0,0,12,2,0,2,0,0,283,3612,0,0.058439,172.16.113.105,15059,207.121.187.251,80,6,1000
2,0,0,0,74,1,0,0,0,0,313,37960,0,13.042800999999999,172.16.112.100,4380,131.84.1.34,80,6,1000
0,0,0,0,91,0,0,0,0,0,0,37248,0,18.247401999999997,172.16.112.100,4380,131.84.1.34,80,6,1000
2,0,0,0,1111,792,0,0,0,0,8007,15751,0,1400.3297109999999,195.73.151.50,4192,172.16.112.50,22,6,1000
0,0,0,0,184,129,0,0,0,0,1280,1324,0,76.67470899999991,195.73.151.50,4192,172.16.112.50,22,6,1000
0,0,0,0,1483,1024,0,0,0,0,9920,24108,0,1360.9560010000002,195.73.151.50,4192,172.16.112.50,22,6,1000
0,0,0,0,215,144,0,0,0,0,1340,7156,0,101.53970199999958,195.73.151.50,4192,172.16.112.50,22,6,1000
0,0,0,0,357,247,0,0,0,0,2440,3404,0,363.4817040000002,195.73.151.50,4192,172.16.112.50,22,6,1000
0,0,0,0,764,543,0,0,0,0,5288,13016,0,1108.2421479999996,195.73.151.50,4192,172.16.112.50,22,6,1000
0,0,0,0,426,306,0,0,0,0,2960,5504,0,472.43514700000014,195.73.151.50,4192,172.16.112.50,22,6,1000
0,0,0,0,498,359,0,0,0,0,3520,4664,0,222.4001600000001,195.73.151.50,4192,172.16.112.50,22,6,1000
2,0,0,0,345,218,0,0,0,0,162,3990,0,96.19358199999999,196.227.33.189,4195,172.16.112.50,23,6,1000
2,0,0,0,4,1,0,0,0,0,203,0,0,0.026211,172.16.116.194,17186,199.95.74.90,80,6,1000
2,0,0,0,16,10,0,0,0,0,86,208,0,2.450877,172.16.114.169,17455,172.16.112.100,21,6,1000
2,0,0,0,513,79,0,0,0,0,652620,0,0,0.704227,197.218.177.69,20,172.16.113.105,17468,6,1000
0,0,0,0,891,139,0,0,0,0,1137340,0,0,1.2729339999999998,197.218.177.69,20,172.16.113.105,17468,6,1000
2,0,0,0,12,3,0,2,0,0,228,3008,0,0.196524,172.16.112.207,17873,209.143.228.181,80,6,1000
1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,197.218.177.69,4473,172.16.112.100,80,6,1000
2,0,0,0,9,3,0,2,0,0,226,1289,0,0.049138999999999995,172.16.112.207,18574,209.143.228.181,80,6,1000
2,0,0,0,21,14,0,0,0,0,4587,305,0,0.256858,172.16.112.194,19554,194.27.251.21,25,6,1000
2,0,0,0,575,352,0,0,0,0,3739,3811,0,760.8189070000001,135.8.60.182,5130,172.16.114.50,22,6,1000
0,0,0,0,308,176,0,0,0,0,1836,1804,0,458.88757700000014,135.8.60.182,5130,172.16.114.50,22,6,1000
0,0,0,0,661,423,0,0,0,0,4220,4240,0,364.208736,135.8.60.182,5130,172.16.114.50,22,6,1000
0,0,0,0,1448,865,0,0,0,0,8636,11920,0,1938.288993,135.8.60.182,5130,172.16.114.50,22,6,1000
1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,172.16.112.207,19555,209.67.204.246,80,6,1000
2,0,0,0,1354,890,0,0,0,0,542,6048,0,1386.053299,172.16.114.168,19559,197.182.91.233,23,6,1000
0,0,0,0,812,535,0,0,0,0,280,2490,0,732.3470949999999,172.16.114.168,19559,197.182.91.233,23,6,1000
0,0,0,0,259,169,0,0,0,0,84,367,0,17.03595600000017,172.16.114.168,19559,197.182.91.233,23,6,1000
2,0,0,0,8,2,0,2,0,0,311,1407,0,0.019999,197.218.177.69,5204,172.16.112.100,80,6,1000
2,0,0,0,14,2,0,2,0,0,394,6368,0,0.147571,172.16.112.149,20725,209.67.29.11,80,6,1000
2,0,0,0,11,3,0,1,0,0,268,4701,0,0.052885,172.16.113.105,22579,131.107.68.28,80,6,1000
2,0,0,0,6,3,0,0,0,0,24,108,0,0.086113,172.16.114.169,23469,135.13.216.191,25,6,1000
2,0,0,0,3,1,0,0,0,0,306,0,0,0.006663,172.16.112.149,24809,209.67.29.11,80,6,1000
1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,172.16.112.207,25803,136.149.63.132,80,6,1000
2,0,0,0,6,1,0,0,0,0,182,2920,0,0.08106100000000001,172.16.117.103,27198,198.3.99.120,80,6,1000
1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,172.16.112.194,27724,205.181.112.65,80,6,1000
2,1,0,0,434,253,0,0,0,0,945,53797,0,2756.646574,172.16.113.105,28485,194.7.248.153,23,6,1000
1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,172.16.113.105,28746,205.181.112.67,80,6,1000
2,0,0,0,9,2,0,2,0,0,256,1550,0,0.806578,135.8.60.182,6366,172.16.112.100,80,6,1000
2,0,0,0,7,2,0,1,0,0,200,514,0,0.057947000000000005,172.16.116.194,31378,199.172.144.25,80,6,1000
2,0,0,0,9,2,0,2,0,0,327,422,0,0.052302,172.16.112.194,1645,205.181.112.211,80,6,1000
2,0,0,0,5,2,0,0,0,0,254,586,0,0.094138,172.16.112.207,2277,198.68.244.168,80,6,1000
2,0,0,0,9,2,0,1,0,0,286,3190,0,0.04687,172.16.112.194,2613,136.149.63.132,80,6,1000
2,0,0,0,1226,797,0,0,0,0,499,13360,0,2052.509954,172.16.114.169,2866,196.227.33.189,23,6,1000
0,0,0,0,429,285,0,0,0,0,150,864,0,575.3592989999997,172.16.114.169,2866,196.227.33.189,23,6,1000
1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,172.16.112.194,3646,207.46.130.14,80,6,1000
2,0,0,0,602,457,0,0,0,0,280,887,0,191.186362,172.16.114.50,1428,172.16.113.50,23,6,1000
2,0,0,0,411,269,0,0,0,0,1188,2431,0,5.133711,172.16.113.105,3771,172.16.112.50,23,6,1000
2,0,0,0,6,1,0,0,0,0,141,2920,0,0.039212000000000004,172.16.116.194,4121,209.143.225.100,80,6,1000
2,0,0,0,2,0,0,0,0,0,0,0,0,0.0024760000000000003,172.16.112.207,4838,151.193.131.5,80,6,1000
2,0,0,0,2,0,0,0,0,0,0,0,0,0.004873,172.16.112.149,6170,134.205.165.120,80,6,1000
2,0,0,0,7,2,0,1,0,0,311,2725,0,0.16750299999999999,197.218.177.69,8239,172.16.112.100,80,6,1000
2,0,0,0,13,2,0,1,0,0,241,7088,0,0.07385499999999999,172.16.116.201,6259,199.95.74.97,80,6,1000
2,0,0,0,15,2,0,2,0,0,153,7173,0,0.09830499999999999,172.16.116.194,8240,209.60.12.38,80,6,1000
2,0,0,0,5,2,0,0,0,0,209,646,0,0.045906,172.16.112.207,8267,208.21.175.240,80,6,1000
2,0,0,0,7,1,0,0,0,0,284,2920,0,0.047912,172.16.117.103,8312,207.25.71.142,80,6,1000
2,0,0,0,9,2,0,2,0,0,241,1015,0,0.050535000000000004,172.16.112.207,10330,152.52.2.144,80,6,1000
2,0,0,0,14,2,0,0,0,0,8191,2920,0,79.074888,199.174.194.16,1131,172.16.114.50,80,6,1000
1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,172.16.112.149,12351,206.184.238.129,80,6,1000
2,0,0,0,16,2,0,2,0,0,230,10208,0,0.062005,172.16.116.201,12424,204.71.200.129,80,6,1000
2,0,0,0,2,0,0,0,0,0,0,0,0,0.006288,172.16.112.149,12997,208.17.28.7,80,6,1000
2,0,0,0,23,1,0,0,0,0,139,21900,0,0.087852,172.16.116.201,13417,207.25.71.141,80,6,1000
2,0,0,0,23,16,0,1,0,0,1513,335,0,0.196271,172.16.113.105,14367,194.7.248.153,25,6,1000
2,0,0,0,7,2,0,1,0,0,317,625,0,0.052792,172.16.116.201,14613,207.25.71.186,80,6,1000
2,0,0,0,9,2,0,2,0,0,201,2445,0,0.051892999999999995,172.16.116.201,14888,207.25.71.5,80,6,1000
2,0,0,0,11,8,0,0,0,0,117,197,0,0.087289,197.218.177.69,9192,172.16.112.207,25,6,1000
2,0,0,0,1049,686,0,0,0,0,395,5909,0,251.807421,172.16.112.194,15972,172.16.112.50,23,6,1000
2,0,0,0,4,1,0,0,0,0,0,82,0,0.049027999999999995,172.16.113.105,16424,194.27.251.21,25,6,1000
2,0,0,0,9,1,0,0,0,0,228,5840,0,0.06880499999999999,172.16.113.204,16449,207.25.71.200,80,6,1000
2,0,0,0,193,1,0,0,0,0,263,236520,0,0.8648899999999999,172.16.112.149,18511,216.32.120.142,80,6,1000
2,0,0,0,4,1,0,0,0,0,216,0,0,0.029810000000000003,172.16.117.103,19016,207.25.71.141,80,6,1000
2,0,0,0,3,1,0,0,0,0,305,0,0,0.001648,197.218.177.69,9328,172.16.112.100,80,6,1000
2,0,0,0,2,0,0,0,0,0,0,0,0,0.003917,172.16.112.194,21010,208.147.89.157,80,6,1000
2,0,0,0,3,1,0,0,0,0,310,0,0,0.005029,172.16.113.204,22131,207.25.71.30,80,6,1000
2,0,0,0,7,1,0,0,0,0,172,2920,0,0.042602999999999995,172.16.117.103,22648,207.25.79.88,80,6,1000
2,0,0,0,3,1,0,0,0,0,212,0,0,0.0028510000000000002,172.16.116.201,24644,207.18.199.3,80,6,1000
2,0,0,0,8,3,0,1,0,0,213,1055,0,0.041210000000000004,172.16.116.201,24684,129.53.216.5,80,6,1000
2,0,0,0,2,0,0,0,0,0,0,0,0,0.005457,172.16.113.204,24930,210.173.161.139,80,6,1000
2,0,0,0,535,351,0,0,0,0,253,1621,0,161.696956,172.16.113.204,28092,195.115.218.108,23,6,1000
0,0,0,0,111,73,0,0,0,0,36,113,0,120.02445300000001,172.16.113.204,28092,195.115.218.108,23,6,1000
2,0,0,0,3,1,0,0,0,0,320,0,0,0.004727,172.16.113.204,28277,210.173.161.139,80,6,1000
2,0,0,0,8,3,0,1,0,0,298,1316,0,0.169817,172.16.112.194,28751,209.185.151.129,80,6,1000
1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,172.16.112.194,28963,206.184.238.129,80,6,1000
2,0,0,0,7,4,0,0,0,0,48,38,0,0.27922600000000003,172.16.113.84,31518,172.16.112.100,25,6,1000
2,0,0,0,4,1,0,0,0,0,226,0,0,0.084884,172.16.116.201,32282,203.61.211.2,80,6,1000
2,0,0,0,4,1,0,0,0,0,176,0,0,0.028676,172.16.114.168,32662,209.67.29.11,80,6,1000
2,0,0,0,7,1,0,0,0,0,234,2920,0,0.052752999999999994,172.16.114.168,4231,209.67.29.11,80,6,1000
2,0,0,0,1595,1045,0,0,0,0,616,5654,0,1281.035754,172.16.113.84,4235,195.73.151.50,23,6,1000
2,0,0,0,13,2,0,2,0,0,224,4284,0,0.245671,172.16.114.168,4365,204.123.2.107,80,6,1000
2,0,0,0,13,1,0,0,0,0,12709,0,0,0.32876700000000003,172.16.112.100,20,194.7.248.153,11519,6,1000
2,0,0,0,76,48,0,0,0,0,100,226,0,2.984471,172.16.113.204,6766,172.16.114.50,23,6,1000
2,0,0,0,9,2,0,2,0,0,250,975,0,0.045154,172.16.117.103,10024,209.1.224.190,80,6,1000
2,0,0,0,1353,887,0,0,0,0,543,5375,0,1184.1124949999999,172.16.114.207,11906,196.37.75.158,23,6,1000
2,0,0,0,2,0,0,0,0,0,0,0,0,0.0041530000000000004,172.16.112.194,12368,207.18.199.3,80,6,1000
2,0,0,0,5,2,0,0,0,0,303,700,0,0.042193,172.16.113.204,12997,209.67.29.11,80,6,1000
2,0,0,0,6,2,0,1,0,0,266,384,0,0.039659,172.16.114.168,14879,207.25.71.5,80,6,1000
2,0,0,0,4,1,0,0,0,0,284,0,0,0.024371,172.16.112.207,15583,207.25.71.141,80,6,1000
2,0,0,0,1,0,0,0,0,0,0,0,0,0.004058,172.16.112.207,15943,207.25.71.141,80,6,1000
2,0,0,0,2,0,0,0,0,0,0,0,0,0.003766,172.16.112.194,17185,199.170.78.10,80,6,1000
2,0,0,0,13,10,0,0,0,0,122,230,0,0.266721,194.27.251.21,12295,172.16.114.148,25,6,1000
2,0,0,0,1,0,0,0,0,0,0,0,0,0.0024879999999999998,172.16.116.201,18616,203.17.36.72,80,6,1000
2,0,0,0,5,2,0,0,0,0,24,15,0,0.084789,194.27.251.21,12303,172.16.112.194,23,6,1000
0,0,0,0,514,324,0,0,0,0,94,325836,0,13.241539000000001,194.27.251.21,12303,172.16.112.194,23,6,1000
0,0,0,0,529,259,0,0,0,0,0,463452,0,5.788689999999999,194.27.251.21,12303,172.16.112.194,23,6,1000
0,0,0,0,992,525,0,0,0,0,256,553918,0,16.261888,194.27.251.21,12303,172.16.112.194,23,6,1000
2,0,0,0,8,2,0,2,0,0,210,307,0,0.058525,172.16.114.169,20696,152.163.210.24,80,6,1000
2,0,0,0,263,5,0,0,0,0,332716,0,0,0.58535,172.16.112.100,20,172.16.114.169,20794,6,1000
0,0,0,0,968,18,0,0,0,0,1232552,0,0,1.619752,172.16.112.100,20,172.16.114.169,20794,6,1000
2,0,0,0,2,0,0,0,0,0,0,0,0,0.0041979999999999995,172.16.117.103,24688,205.181.112.65,80,6,1000
2,0,0,0,5,1,0,0,0,0,231,1460,0,0.043414,172.16.112.207,26348,207.25.71.141,80,6,1000
1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,172.16.112.194,26809,208.241.82.133,80,6,1000
1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,172.16.112.194,27533,208.241.82.133,80,6,1000
2,0,0,0,2,0,0,0,0,0,0,0,0,0.001755,172.16.112.194,28743,209.215.174.245,80,6,1000
2,0,0,0,5,2,0,0,0,0,334,723,0,0.038599,172.16.112.194,29197,209.215.174.245,80,6,1000
2,0,0,0,425,267,0,0,0,0,221,618,0,9.785008,172.16.114.168,29930,172.16.114.50,23,6,1000
2,0,0,0,5,1,0,0,0,0,232,1460,0,0.032983,172.16.114.168,30828,207.25.71.5,80,6,1000
2,0,0,0,15,2,0,0,0,0,287,12840,0,0.08704400000000001,172.16.114.169,31834,199.95.74.90,80,6,1000
2,0,0,0,4,1,0,0,0,0,248,0,0,0.027302,172.16.112.207,1106,207.25.71.141,80,6,1000
2,0,0,0,11,1,0,0,0,0,161,7300,0,0.07255299999999999,172.16.114.169,1362,205.181.112.65,80,6,1000
2,0,0,0,754,14,0,0,0,0,954988,0,0,2.621975,172.16.112.100,20,196.227.33.189,12352,6,1000
0,0,0,0,906,18,0,0,0,0,1162784,0,0,1.525683,172.16.112.100,20,196.227.33.189,12352,6,1000
2,0,0,0,8,2,0,2,0,0,215,485,0,0.039105,172.16.113.84,2168,209.143.199.30,80,6,1000
2,0,0,0,4,1,0,0,0,0,222,0,0,0.024261,172.16.114.169,2599,204.202.136.233,80,6,1000
1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,172.16.114.169,3098,204.202.136.230,80,6,1000
2,0,0,0,5,2,0,0,0,0,228,622,0,0.039914,172.16.112.207,4243,207.25.71.141,80,6,1000
2,0,0,0,3,1,0,0,0,0,285,0,0,0.0050869999999999995,172.16.112.194,5140,206.25.91.137,80,6,1000
2,0,0,0,1,0,0,0,0,0,0,0,0,0.002263,172.16.112.194,6089,206.25.91.137,80,6,1000
1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,172.16.114.169,6709,199.95.74.97,80,6,1000
2,0,0,0,316,203,0,0,0,0,155,749,0,1269.767494,172.16.114.50,2197,172.16.113.50,23,6,1000
0,0,0,0,235,154,0,0,0,0,77,101,0,157.01836400000005,172.16.114.50,2197,172.16.113.50,23,6,1000
2,0,0,0,9,3,0,2,0,0,283,1754,0,0.15726099999999998,172.16.114.169,7520,199.95.74.97,80,6,1000
2,0,0,0,5,2,0,0,0,0,235,344,0,0.045943,172.16.116.201,8332,205.181.112.65,80,6,1000
2,0,0,0,3,1,0,0,0,0,188,0,0,0.005713,172.16.114.169,8992,199.95.74.90,80,6,1000
2,0,0,0,15,2,0,0,0,0,216,12993,0,0.07170800000000001,172.16.116.201,10434,205.240.249.66,80,6,1000
2,0,0,0,8,2,0,2,0,0,296,650,0,0.05508099999999999,172.16.113.204,11529,208.147.89.140,80,6,1000
2,0,0,0,24,2,0,1,0,0,207,21561,0,0.12130099999999999,172.16.116.201,12324,205.240.249.66,80,6,1000
2,0,0,0,549,357,0,0,0,0,269,2387,0,342.63710499999996,172.16.112.207,12329,194.27.251.21,23,6,1000
2,0,0,0,8,3,0,1,0,0,244,1404,0,0.22027800000000003,172.16.114.169,12396,204.202.136.230,80,6,1000
